d_w_id	d_id	d_ytd	d_tax	d_next_o_id	d_name	d_street_1	d_street_2	d_city	d_state	d_zip
1	3	5ecc613150de01b7e6824594426f24f4	0.0187	3001	XuxTRZ	57f0b2015b68672fc9d9de3ac33f665e	508085d30f73f1894128ab28d8d9dd80	ba47709d4ec45ef7813a6c49d16ce2b8	JO	280711111
4	3	5ecc613150de01b7e6824594426f24f4	0.0761	3001	S0TSSRewEt	142ed3e01e8a1ecb9b2c3d9ac721d9f3	0165c95c64bf58d9d78bf2f01618d985	8a67ad0eeb94f214c9a01008045e5081	YJ	480011111
7	3	5ecc613150de01b7e6824594426f24f4	0.1982	3001	NFbOt4S	6967895bd0fe61cd4d45fe34efa9a5ad	12c442dd447af97facc1a9a21499c637	94abe507e73fdc2829b5c52ef5e09edb	HP	652111111
5	3	5ecc613150de01b7e6824594426f24f4	0.1344	3001	MbSFVv	2e8b2c526d298a70f7d439fbeb1ee443	4c1155a250bad9a1d50bb6270913310f	61e28dbd698283bb923c067bf898ad79	TK	932511111
2	3	5ecc613150de01b7e6824594426f24f4	0.0416	3001	scJ252Dq	fcf37a333d54310b7fb7bd55e14dd7bc	bb15f53b6c9d2e05afbe6547fc6c8599	e48d640939d8b01a8c0d27033c9e9d1a	IA	764911111
3	3	5ecc613150de01b7e6824594426f24f4	0.1977	3001	AzV9ufIhc	a945d267df5db02025b600bf46437a50	8724eda7683c07f75b937689af5500ef	b219754ddd4ea8f61536e9e688aefee0	MI	907811111
8	3	5ecc613150de01b7e6824594426f24f4	0.0721	3001	WOMApKZ	e7acb69e4126ffe157be4cd4cf130b43	41373b9dde56ba20187136456fc5588f	716d92d7a79767b62bdddf408eede56a	LC	226611111
10	3	5ecc613150de01b7e6824594426f24f4	0.0455	3001	c97zwN	566cdbf86f28eae8812a8316db0413cc	7f29aa0dcc0dfa2dd45a7e4d1ea560e3	bb6341931767f8e6076717ffbe251e28	VB	422511111
9	4	5ecc613150de01b7e6824594426f24f4	0.0676	3001	TXVpjQQNg	ea96ae5d7ba183b88daa38c564371895	65b3bcbb4ed04f853acef4efb594cc25	893a9fa3d556abaa60b050dd23aa2124	ZX	450711111
6	4	5ecc613150de01b7e6824594426f24f4	0.0638	3001	wPOFM2C	8b994a8ebef1f6bb591e08eca6d24fd8	1adbc7ef266d3dc55544d6835d471097	5daaabfde6cbefbcefb2add28cd7fe87	YQ	000111111
1	4	5ecc613150de01b7e6824594426f24f4	0.1723	3001	QHFnfwOz	d488b8137bc676410485f87cdd6fa2f8	61f42449a565de2e944a62e7849e1a56	9cf17ed6cfcc89eb1ba1444e73d4d575	TI	138411111
5	4	5ecc613150de01b7e6824594426f24f4	0.0701	3001	SgBBggU8a	6b6a85d04b78db7885d0c1d9152fa036	d2a3af9c72cb0c0dba3a1451a268742b	20a9e4fad1c59fe2d29c4e924270b166	UY	474611111
7	4	5ecc613150de01b7e6824594426f24f4	0.0082	3001	bYqCTTHXyd	a892beaad802f5342b91690cf6f80ba5	b7e3ee7013d725f7ae1c052eade58306	50c12d91744b1e8af374af7c5c5e03e5	TP	934211111
2	4	5ecc613150de01b7e6824594426f24f4	0.061	3001	CiHRrdf	b77a1920193f7635584590c02656e2d4	98b740d7432e756dc0c9f9276cd67fd8	275c2d2c6f911859aa6c1bc43758c35d	UB	138211111
3	4	5ecc613150de01b7e6824594426f24f4	0.0834	3001	eloPNds	007576b4d3148ee71713b403b81b8bc9	38bd7b3d0e315135698d6f43bc2bfd92	1286f714c18f867809066161c794d93e	YC	186911111
4	4	5ecc613150de01b7e6824594426f24f4	0.1145	3001	ysD9Sh	8c1a2115beadbeeb871a68f1d498c32a	0fb6aef50e954623c53758fa25e718dc	988cd1f57a86b147da29eb5808f128d3	EH	169511111
8	4	5ecc613150de01b7e6824594426f24f4	0.0408	3001	XzRHNe	e688c01e04249ff230d1c3267a75aac9	86aa6ff26b3bea7280e7633836f77258	f05aec17752751c0e05ed5009975b34d	SG	703311111
10	4	5ecc613150de01b7e6824594426f24f4	0.0108	3001	lmK4Tky9OZ	d0ba82fde2063f28c11541a55491f1e7	eb614b170a0134dbe8265c442ecbe4a9	9fb41042033603b1c496ead7652ba34e	NJ	068911111
9	5	5ecc613150de01b7e6824594426f24f4	0.0855	3001	mkbVkBbET	29901a4ea1de8b09dd98c72dfc97b522	e8d863a524074407c73b7bc3b0590951	67e2dc4e0def468ed5315f0c609fb201	EY	729411111
6	5	5ecc613150de01b7e6824594426f24f4	0.0183	3001	HtlbmM	10af1b6ee5a1e5f708cb0957db08b02a	291e52305a2403507f9950ef60206643	2c9b4997fb985d72698d931ddb05f9bb	YW	924511111
1	5	5ecc613150de01b7e6824594426f24f4	0.1498	3001	gWyNn48ntV	46a6882594f935833c25569bd49749f7	ef3748f843409eebafd59e8e7de524e4	7e27cabc686ab305794b0ac4bccebe57	UJ	568111111
5	5	5ecc613150de01b7e6824594426f24f4	0.0954	3001	LpOVpo	c5dea191c1856005a3491f3393b1451f	bba8f2cc683afda6cfa84a5830abed72	44c98af5bc5ede03d84196beb52d571e	AQ	436111111
7	5	5ecc613150de01b7e6824594426f24f4	0.1846	3001	YzU0L1fP	b25f3ed3b0a3d77bac11127e8c980935	4c7b063ea597fc2cdda3e4dabdf69012	d29ba90018166b06859cc9e8471b38ad	MP	151611111
2	5	5ecc613150de01b7e6824594426f24f4	0.049	3001	TBXG4qx7	c026c5c54a1faf9591e0adc8dcc74504	2e7b4084d7e41f783fe54c47cc168f79	00671678ebc52fb1c4b1092901a23754	ZI	076911111
4	5	5ecc613150de01b7e6824594426f24f4	0.0621	3001	ZGXhTPX8xE	4b60cd2885650b2fc69a317c174bef49	150c7aa5ed1e0f19a998ffe2add1fdb0	7ab923861dded0bb732bbbb02a0230d7	XE	374511111
8	5	5ecc613150de01b7e6824594426f24f4	0.089	3001	pPzsYsuw	b361ba7e5f4c8fa46f9bc8d09dd41f33	300314dbd063b44e8d04b2f67c83b8b5	f4d9b3291cb192bce700f5c295deee8d	SH	425311111
10	5	5ecc613150de01b7e6824594426f24f4	0.1831	3001	UjN4tcjDNh	86ac4d7d8872c2f1851001d204a843cc	70fda692ef2e1160d4be1a6a22e66e82	1f3874935908ebc39087bd7d6a3dc79f	JH	934411111
3	5	5ecc613150de01b7e6824594426f24f4	0.0106	3001	mlaUqyqQ	7916846dd872a0cc04462f4a7426b200	9fc1756c6b0f7db8b2b5140e98821149	edc431b25a896f665c7d56d1c9c45a01	ER	679811111
9	6	5ecc613150de01b7e6824594426f24f4	0.0495	3001	fq1Ucc5ci	f7d2ccb9e2536bc4f7df7f934af7fe5d	734c4a93c5a3dd0fb71e0f0400905cd4	002d2b8749726bd45414328bb2472b33	GM	575611111
6	6	5ecc613150de01b7e6824594426f24f4	0.1591	3001	s01kQRGGs0	6432c3f4d1d8b11c6c3c77a123c8a5e7	17e9a1a5cfb1f0d2df60b1c53803dfba	885865a59c22409ddcd8e8e8fb574e4e	EC	555811111
1	6	5ecc613150de01b7e6824594426f24f4	0.129	3001	zcc3RgEhqx	4c92f9595400f39a54a7d81d7a1fd796	86411a18742f96242444fdffce7dd615	c19e14744da3aff2e425dbf5d11b3a3b	YH	428811111
5	6	5ecc613150de01b7e6824594426f24f4	0.0784	3001	w928GE5c	2d580a1983ee527c68c03bbb1f42cec4	4ca29591f19260da4ef5b01f631a545b	7ba94b7c8a7b18f26c08d3383789d9db	JM	742011111
7	6	5ecc613150de01b7e6824594426f24f4	0.0386	3001	JAlXOjZco	950645a8c7d72f13d9070459d81fb3f2	02832ecdb79ce460a2f9ee5b574cf2b7	29049fc63e5241d31e8e34c8329edb10	DH	870011111
9	7	5ecc613150de01b7e6824594426f24f4	0.1545	3001	lAFUBxW8	47f2ab436f6f5a55d9412694c0c7bd50	609b76bde56dc3597b8d24697867be9e	3ff6fe951d86e2985efaf264730f1d60	HX	256611111
2	6	5ecc613150de01b7e6824594426f24f4	0.0761	3001	lQtz9doxhq	88b749793c930409564e9472754cf024	3b3d006bf008e1f5a5dc76bc44cdaf3a	8e14bbc13a42cc57799a761171e74764	DQ	950111111
10	6	5ecc613150de01b7e6824594426f24f4	0.0179	3001	DzSz87p	f0c6764f6d3073dc330f1c03992b2062	708e2ed43e961bda1d10198b4110cb7b	339bd0739bd9c1fd20e31b9b1ae78711	AB	618911111
8	6	5ecc613150de01b7e6824594426f24f4	0.0007	3001	EqPa5gQbQ	2162d386f69cae506a0edf41324469c5	1a61c02f68e4b4e6fad83974f5436256	cce80945449eae64c7a599b1e965f787	AA	779311111
4	6	5ecc613150de01b7e6824594426f24f4	0.1537	3001	UVZ1paf8n	13de13e7d8a1e18717170614e7d8864c	43c4f3dd2bc9c314bcaa0a1ac94146b2	4a8bb7253b0c4897d38a36e0d1c919ee	XK	176211111
3	6	5ecc613150de01b7e6824594426f24f4	0.1307	3001	xcTcZNIvL	9990e9805aee3764e32dc8cfe94e9438	96c4aefbf41e6f4ab7737732a9197287	b5ef322df642941bda53f79ace2d3349	GB	712811111
6	7	5ecc613150de01b7e6824594426f24f4	0.0248	3001	Qsih1WyJB	581bce1b651e0580fcbb03970285d967	15e4fabfc62c4728d7ebbcee82f0842a	ac7ad7272ce78299a4fd941797fb0c81	SX	041011111
1	7	5ecc613150de01b7e6824594426f24f4	0.1728	3001	RqQ9klEcmK	7baaa3005f0d4b2add63db8d95ddc56d	06d3c05552e7246cc96bc58d78595816	8f27289f3b75536203040b82c8aac519	YP	412011111
5	7	5ecc613150de01b7e6824594426f24f4	0.0716	3001	sWYNbJ	e9de356d304a04aecf2b3161b8c86937	2584031ebe609c0d08deb4b8c3f0f617	41458359a3824910ff0bb5b1b264aba0	FF	986411111
7	7	5ecc613150de01b7e6824594426f24f4	0.1901	3001	hQKHSdx2	87453dbbb9e634f93c886ef565223e9c	9508fcf074d2831a0b5c460946587689	6dcfb69e5686eddaff0cd8fc4019e84c	LU	992811111
8	7	5ecc613150de01b7e6824594426f24f4	0.1948	3001	A28bILUdp	7dd97edd5f7a3516479253c9c5145fa4	8ae8f8bcaae225e0aa4398ade5d85b91	0c368dc1c30e8311e053d5fe79450072	EY	460711111
8	8	5ecc613150de01b7e6824594426f24f4	0.0623	3001	fmqivLypS	fca530c9162521bfbdb6267b78215030	39d2a168c2f9d4e4402f05d7efa0bd5d	c1ba2649c74f2408a49b904c978140b2	WV	143511111
8	9	5ecc613150de01b7e6824594426f24f4	0.0679	3001	TcpbKerkSc	a4a75af9e943a776d5b87aefebc8900a	582f553d4f208488cc47791e0485b884	804bcae4dff5f1e4757212da4905ddb8	PP	040911111
8	10	5ecc613150de01b7e6824594426f24f4	0.0616	3001	JIzph3vERi	aecc9e71dfdcfb97b6685fa32599259c	4ee5f29ce61d278c99709dc524d96c78	a18f7d2d3dce4205f668813b2c91e48c	OH	876311111
16	1	5ecc613150de01b7e6824594426f24f4	0.1565	3001	FBXGZcp	915104e460819ccd8ca7c6dd350aae57	4be4778a762db0d7baa85fc805e73435	8a6c5a221b97aed93ac7e2f124a4bd58	TU	302211111
16	2	5ecc613150de01b7e6824594426f24f4	0.1999	3001	wbVzqMKT	f205bf6a120946b031a4ae6979743569	e9e9a01ad7e74cd00720eedff803cafb	d1b2cebbdbad1520906586c9983c21e9	BY	266111111
16	3	5ecc613150de01b7e6824594426f24f4	0.0437	3001	Ur2rJSem1	70ce432901e7acc55f6db028d7405365	b9ef2d31f6e2357d79cf81ea36d0a54b	8b74f12785e467b9438d2f3bb10b2a0a	VQ	330911111
16	4	5ecc613150de01b7e6824594426f24f4	0.1004	3001	aArSX1FvF	bd44fa9e419a3a063fc508f52f9ce61b	e01ceda232947e00a3a10b5c8c93f267	e81a77a2abbf1fd5d30e3bd797d1a1d6	ZZ	877511111
16	5	5ecc613150de01b7e6824594426f24f4	0.0727	3001	Dz0kHuV30r	a343248a692891bcebc48105385735de	05c5ad1593ae8372b01f8800f6307646	3ace313ea6bbe81e4efaa99128bcae06	HI	115111111
16	6	5ecc613150de01b7e6824594426f24f4	0.0722	3001	JuXhIwwS5C	aa27eb96a6283f240761ba7a98cd0b16	20c455a7e848c324894ba5b95571a794	1e74371ac2a25d002cea320489c0f203	IH	451811111
16	7	5ecc613150de01b7e6824594426f24f4	0.171	3001	vj35h9mJ	52171dcdacb65e0de317549ab6ac3d9d	44dc714a0e91e87db4062fd690718203	5fc31435c6442910fb659bdb79e93cbc	IH	102511111
16	8	5ecc613150de01b7e6824594426f24f4	0.0348	3001	EDsSfhduOC	2d079e041c7b577fd52e9eb0f2e91828	da6ed27b8359fca7482860c1082f44e1	10332e6af7f79c96f0fbd7b4578ae311	ZB	482411111
16	9	5ecc613150de01b7e6824594426f24f4	0.0057	3001	CFUcomHy	5b6f43f1059e8e74a7f7f4ee10a7d6fd	afa1bb31018b97c9471504237ae8e060	131c2f170e81a9b91c159bd66241e462	SY	634911111
16	10	5ecc613150de01b7e6824594426f24f4	0.0429	3001	uxzRqazH	18a8dc7f19004b009800f2cae1240fc5	1677a6a30f10a94b6b2df811f8c80a93	51cc4e80a0be48fd6e7bc0cbf57fb591	MT	678411111
2	7	5ecc613150de01b7e6824594426f24f4	0.0668	3001	wlif6Ew	7bac3dc8cb750bc972d7900ea2fd9613	d68ea8c11738d4de4d850be03b970510	95ddc3ba9a4adfa96392b4624cf9440d	AR	853611111
2	8	5ecc613150de01b7e6824594426f24f4	0.0584	3001	hQ2qB21	12fa49a3bf824dad65549f51038b8fc1	f3938d9ed981571788fa9ac0d46673be	b16fb45d09090f0488984fb815787642	YH	561711111
2	9	5ecc613150de01b7e6824594426f24f4	0.0306	3001	rYNLh6auJk	322da646eeb0ca70da46c8a94ee13679	67a5181aac0d1f22c9394d677f107660	87066d89406f33994a05f0d2232ef022	OF	432111111
2	10	5ecc613150de01b7e6824594426f24f4	0.041	3001	NmvvX2E	6d24bfb4c6594ff84dc6be8094c7f355	de44c5c28709de4bfb3efdcdc7134ab7	02fb3ceee5df2eadfdc048276f332e2f	MO	745711111
17	1	5ecc613150de01b7e6824594426f24f4	0.0322	3001	Tihaqrs	0f7b0ffd9db1117b0cd4ce9f72afaafd	10263e1f13c348db5f53db2a5d0ffa79	62f784aaa8d9ca3898ffd676bc9bb128	FP	259811111
17	2	5ecc613150de01b7e6824594426f24f4	0.072	3001	eeYiyVC	911ae3b7ca62e413669af5cd3ffd31c3	2bf73925235783664f252eedd081fea6	bb42a53db29845122e8b2dc3c2cfc2d2	GU	719911111
17	3	5ecc613150de01b7e6824594426f24f4	0.148	3001	ib1Idncdq	2d97683ae4adc890853a7bfa8e5a5dbd	6237d885a10597e46614a13113e558ae	cbb132ed4b8beeac78272ec73e1b2b06	XP	317111111
17	4	5ecc613150de01b7e6824594426f24f4	0.1301	3001	ciBu30ACg	d1e2d947e2d3722f44c306cb914b650d	764bbfee082eabb9608b330f91933d1f	a6f7266444e4f5d0152d5ce999eed530	HD	401811111
17	5	5ecc613150de01b7e6824594426f24f4	0.0488	3001	LWDkg9Y	545a301df48d0f61b446fc8c427c1843	507f2670dd99cbc95e9cf932485865b8	5ed803ee0e001992a8df68aace763021	PT	102111111
17	6	5ecc613150de01b7e6824594426f24f4	0.0259	3001	VEQToX	2d8fd1827c81ddeadd81a54eb8f89c17	11abd428fd40a8d57a747db91316d54f	9751801f673f2530ebc6b134a0bb70de	PP	774811111
17	7	5ecc613150de01b7e6824594426f24f4	0.0331	3001	dDdHk2mucw	2c03d946915ca284f45a007b815af2e3	826008142e9580ee3a651aefdfda719f	ed130d4a9bc0332a3cd2b5be763677d0	JK	674911111
17	8	5ecc613150de01b7e6824594426f24f4	0.1426	3001	o7bl8GM4Dk	f426fa304021b3dd84d3cf34ec69d6ff	3e0b7d36bca3c76721538c1d4bb47c6c	86309dddef83e7857d3818b90088755b	LI	677111111
17	9	5ecc613150de01b7e6824594426f24f4	0.1651	3001	oCgAeShLI	1c809306f40b3ab8b8f85dd1865d9f63	9064155f868957cb4e281b4aed7fab07	f311369756391e5ddd10e8e9fe4492c0	UY	760211111
17	10	5ecc613150de01b7e6824594426f24f4	0.0824	3001	qB7FLm1F5	360b037111a6259c629932d5997fcb87	810fc07a44a4a515c51ade40befc370b	5b3ec4f0d5ac60655a4c571a3719d169	VY	215611111
9	8	5ecc613150de01b7e6824594426f24f4	0.1369	3001	mKHw7M	11f0952d173c2666293660d27145d361	b067a6b331670f7263ffe505c512a996	29f6a89ba2b8670fdd2c0d6a5ec12aee	KW	129411111
9	9	5ecc613150de01b7e6824594426f24f4	0.1263	3001	UqVDjh	164d64d5d520a71fa570ff0e059aeb68	cb2a656dca4bcad5f026695f0d38a05e	9021c4b98f54c82c8f7a381ee856627b	WU	602011111
9	10	5ecc613150de01b7e6824594426f24f4	0.0971	3001	aJbRSDePt	e4637381a87806958cd9b103d4e5adec	e6855689f49f6cfcf23558788e2376c5	239d8305266f300ea5561fc9dcefdda5	AW	955611111
13	1	5ecc613150de01b7e6824594426f24f4	0.1176	3001	P8UVKbtR5	d61f9ca2b6eb4590c6cc6d1fdf5f28a5	93650621c6867f5c0eca2e3fac4f70bc	725f2623f934da66490178386587c4e7	GO	062911111
13	2	5ecc613150de01b7e6824594426f24f4	0.1372	3001	a3sPa0yKT7	a8099aa64ddbe69b33baba35cee944a5	7dc930c26cc94adf883baf2d3cd14bab	0aec82f9dfc854e6de7d556011ff6750	GF	781911111
13	3	5ecc613150de01b7e6824594426f24f4	0.1642	3001	jsFGrqi	1e94ef31133d097e972209fc967b7e2b	87d9be34f3099f16db4311218d362df5	6cacc79db6695c46c90e5bafc6eb0748	OV	666311111
13	4	5ecc613150de01b7e6824594426f24f4	0.0714	3001	mcpPGvO	7d1fa1e7da93a19865b22998c77c1f88	857b25debcc3744b285e068a4441ed2c	fcbda0b80ccc462e1116fdb998b3a283	DN	506211111
13	5	5ecc613150de01b7e6824594426f24f4	0.0123	3001	RvrVyS0	58d220c9ad0a5c2d6d4a64de0790e627	f558f07e26cc4a913308559075db78b5	e96e4efd750734caf027dba0a1127e8e	KA	945111111
13	6	5ecc613150de01b7e6824594426f24f4	0.0586	3001	zEqLCm7rpJ	98208ac212cd1ffd2eadd0c529ba1c67	a14680c9c2a901576084db001ed0a268	af130f24433e9029db22501cbd2bce36	CC	698611111
13	7	5ecc613150de01b7e6824594426f24f4	0.1777	3001	a5pN5yo	9b13a544fd6c986f7c689eb63a746460	42b52c13839f54d14e4211f429faaea2	aa847b37b1a487215903257b20bcc38c	JE	000711111
13	8	5ecc613150de01b7e6824594426f24f4	0.1388	3001	VX4pP9rdM	bd593708d2c200282b52bc7b3bc88b07	3501758de3b3374bce936fed69afc0be	6a51887223d726a56e8222b18f6f2083	RX	846211111
13	9	5ecc613150de01b7e6824594426f24f4	0.144	3001	tAOBgX3Ev	c13a7411fa4f4d898517d41052ea2ca5	929e22b2349edfb688717f03e54bf477	01499a09346462a65a98c4852c0cc5de	UX	178611111
13	10	5ecc613150de01b7e6824594426f24f4	0.154	3001	xDS4jbfmv	602fdcf30c40a52735ff735c60e34ad3	b3bb315345348f9562c8964b5378b0c3	9ec7ef7a9b5b01b8c3ecb7d1ab93b304	WV	839111111
10	7	5ecc613150de01b7e6824594426f24f4	0.1466	3001	qiqhVZrC	b95fbfa2e1cdb0fe1ee80f1abba9af00	8e96e8e41bf5c829475177488f713416	d1bc10943ecd8f6c79b6db1a05a12417	LL	508211111
10	8	5ecc613150de01b7e6824594426f24f4	0.1786	3001	ATjaVCrv85	e25299ce236cac072fbd5f4a664fe061	374299daa2bcc42f3a3e946cecc53d6c	a3170338050f8c851c8f4918fc478778	XZ	136911111
10	9	5ecc613150de01b7e6824594426f24f4	0.1232	3001	FnqCM21P8	44e43a636af645289ee3119d1b1721dd	2362184dd3be2c7e1cef781453344845	728e6daf9aa0df3034cd30fbd76182da	NM	167511111
10	10	5ecc613150de01b7e6824594426f24f4	0.093	3001	T0879bqIvw	d5fd65be4d3b82b49308b2bf786b1629	ef4b8eb0f9afb48a56a5d9a934d3be3a	e9836bc766173fb1c4bc3b3c2e9c6c99	QG	441311111
18	1	5ecc613150de01b7e6824594426f24f4	0.1235	3001	vGaBf1	0452baf766c2fef68e373a1df9b5d386	204683c3951930d1d386f7626ece02e2	67e28183060d95b58b0cc14fdb52a3f8	WY	342111111
18	2	5ecc613150de01b7e6824594426f24f4	0.1307	3001	VTOSeGb	56ea6ca47835c7127c661775642a306b	5de7d5525f61384d522bba618958b0d9	5b2c96f58fb050ae7f7a337baa1403e4	NG	039711111
18	3	5ecc613150de01b7e6824594426f24f4	0.0673	3001	ONQq8d	5573a5f1a40774481430c2d494a807b5	74352a61ff861d6528d52c4dc394e7ab	ac03ea31f09017709dad9f3e2394b19c	KO	030511111
18	4	5ecc613150de01b7e6824594426f24f4	0.0837	3001	CPTaeCi	e30ea7795f9196ddea518167cb045601	91758ce004dc1557d23e50c650246471	63779aaa6cdd4c86b8006e0cb57496ea	KN	354411111
18	5	5ecc613150de01b7e6824594426f24f4	0.1313	3001	o5MTvcXaZ8	660956a0052a6e314ea363c24de5e30b	9bd1b97d73ade3b9ca35c1fb769fca4f	9d01277cd3b06885e736ce694a909d9a	IG	000511111
18	6	5ecc613150de01b7e6824594426f24f4	0.0797	3001	W0RG1lt	ab7bf45a79e9eb7d0dfce63112db52c7	4be9ff821718daee888374f935882c24	29a52560f67c370d3f0594a7dcd95380	EB	693811111
18	7	5ecc613150de01b7e6824594426f24f4	0.1143	3001	f1npAWLu	551406d8537a61d1f6bd8482eb2bed90	ba2d9a4c41005d1016d7b07dafb94bc9	dca070eca849174d00fd651f97a40fcc	YJ	734211111
18	8	5ecc613150de01b7e6824594426f24f4	0.0829	3001	EVxXOnjJ	d833a52003d676ed121a166dd107e9d5	b61f56f7a9dd27eecbfa4c768414e8da	e62a4362f74035b2ec9f53636cd8530f	XT	506811111
18	9	5ecc613150de01b7e6824594426f24f4	0.179	3001	o7fYedZ3i	a5103f0cc771b08af7666f735edc3dbc	a271a1ff80bf60450abb50333fca1d0f	6a9326ee1dd3bc27e822af74da41348b	ER	948211111
18	10	5ecc613150de01b7e6824594426f24f4	0.1496	3001	lTpmRp	6399f83c9d207b856a0b4ac917495308	4ceb36d4ecba2d2cebfd6c96dd7ef6ef	5b169a10148c5fa5e96721a5b91642e2	PS	925311111
4	7	5ecc613150de01b7e6824594426f24f4	0.1346	3001	Lcw06bciy	495faa2b7cd0d6e081e2037a0b05b72d	61803f297d5bf59d98d8da23f4719262	615f03c25899799de950a7e21b9c85ea	KV	653411111
